,category,question,answers,good_answer
0,Música,¿Qué canción cantó Sergio Dalma en el Festival de Eurovisión 1991?,"['Vuelve conmigo', 'Sin rencor', 'No quiero escuchar', 'Bailar Pegados']",Bailar Pegados
0,Arte y Literatura,¿De qué estilo es la Catedral Notre-Dame de París (Francia)?,"['Gótico', 'Barroco', 'Modernista', 'Románico']",Gótico
0,Deporte,¿Cuál fue la primera carrera nocturna de Fórmula 1?,"['El Gran Premio de Alemania', 'El Gran Premio de Australia', 'El Gran Premio de México', 'El Gran Premio de Singapur']",El Gran Premio de Singapur
0,Geografía,¿Qué es el Som Kirguís?,"['La moneda oficial en Kirguistán', 'El primer presidente democrático de Kirguistán', 'Una provincia de Kirguistán', 'Un baile tradicional de Somalia']",La moneda oficial en Kirguistán
0,Historia,¿Quién fue Vasco de Gama?,"['Fue el primer navegante en dar la vuelta al mundo', 'Fue la primera persona en navegar directamente desde Europa a la India', 'Fue el regente impuesto por Napoleón en el Reino de Portugal', 'Fue el conquistador portugués de Brasil']",Fue la primera persona en navegar directamente desde Europa a la India
0,Geografía,¿Cual es la capital de los Emiratos Árabes Unidos?,"['Abu Dabi', 'Saná', 'Estocolmo', 'Riad']",Abu Dabi
0,Arte y Literatura,Autor de 'El enfermo imaginario'...,"['Jean Jacques Rousseau', 'Francisco de Quevedo', 'Juan antonio Vallejo-Najera', ""Jean-Baptiste Poquelin 'Moliere'""]",Jean-Baptiste Poquelin 'Moliere'
0,Arte y Literatura,¿Dónde se encontrarón los Guerreros de Terracota de Xian?,"['En el Mausoleo de Qin Shi Huang', 'En la Gran Muralla China', 'En Agra', 'En la Ciudad Prohibida (Pekín)']",En el Mausoleo de Qin Shi Huang
0,Cine y Televisión,¿En cual de las siguientes películas no aparece la actriz Natalia Verbeke?,"['Días de fútbol de David Serrano', 'Juana la Loca de Vicente Aranda', 'El Método de Marcelo Piñeyro', 'A golpes de Juan Vicente Córdoba']",Juana la Loca de Vicente Aranda
0,Música,¿Cual de los siguientes matices vocales corresponde a la voz masculina más aguda?,"['Contralto', 'Tenor', 'Barítono', 'Bajo']",Tenor
0,Arte y Literatura,¿Cual es el rascacielos más alto de España?,"['Torre Caja Madrid en Madrid', 'Torre Lúgano en Benidorm', 'Neguri Gane en Benidorm', 'Torre Colón en Barcelona']",Torre Caja Madrid en Madrid
0,Deporte,¿En qué superficie se juega el Abierto de Estados Unidos de Tenis?,"['Césped', 'Dura', 'Tierra batida', 'Moqueta']",Dura
0,Cine y Televisión,¿A qué está dedicada la cadena MTV?,"['A las noticias económicas', 'A los documentales de historia', 'A la música', 'Al deporte']",A la música
0,Geografía,¿Qué mar separa Nueva Zelanda y Australia?,"['Mar de Tasmania', 'Mar Tirreno', 'Mar Mediterraneo', 'Mar Adriático']",Mar de Tasmania
0,Música,¿De qué disco es la canción de Queen The Invisible Man?,"['The Miracle', 'Sheer Heart Attack', 'Jazz', 'The Game']",The Miracle
0,Ciencia y Naturaleza,¿Qué es la Acrofobia?,"['Temor al agua', 'Miedo a la oscuridad', 'Miedo a las alturas', 'Temor a los espacios cerrados']",Miedo a las alturas
0,Geografía,¿Cual de estos países está situado más al sur?,"['Senegal', 'Togo', 'Liberia', 'Botswana']",Botswana
0,Arte y Literatura,Famosa obra de Victor Hugo,"['El Nombre de la Rosa', 'Nuestra Señora de París', 'Las Cenizas de Angela', 'El Código Da Vinci']",Nuestra Señora de París
0,Arte y Literatura,¿Qué fotógrafo se hizo muy popular a finales del siglo XX por su polémico trabajo publicitario realizado para la marca de ropa Benetton?,"['Robert Indiana', 'Mel Ramos', 'Andy Warhol', 'Oliviero Toscani']",Oliviero Toscani
0,Ciencia y Naturaleza,¿Cual es el símbolo del Estaño?,"['Stñ', 'Es', 'E', 'Sn']",Sn
0,Cine y Televisión,¿Quién era el becario de la serie Periodistas?,"['Pepón Nieto', 'Enric Arredondo', 'José Coronado', 'Amparo Larrañaga']",Pepón Nieto
0,Geografía,¿Qué río NO es afluente del río español Guadiana?,"['Záncara', 'Zújar', 'Jabalón', 'Jándula']",Jándula
0,Arte y Literatura,¿Qué famoso hombre dibujó Leonardo da Vinci?,"['Martín Lutero', 'Carlomagno', 'El caballero de la mano en el pecho', 'El Hombre de Vitrubio']",El Hombre de Vitrubio
0,Historia,"¿Qué general cartaginés invació el norte de Italia atravesando Hispania, los Pirineos y los Alpes?","['Alejandro Magno', 'Atila', 'Escipión el Africano', 'Hanibal']",Hanibal
0,Cine y Televisión,¿Cómo se llama El Coche Fantástico?,"['Michael', 'DOT', 'KAR', 'KITT']",KITT
0,Cine y Televisión,¿Qué actriz protagonizó la película de Vicente Aranda titulada: Cambio de sexo?,"['Marisa Paredes', 'Candela Peña', 'Verónica Forqué', 'Victoria Abril']",Victoria Abril
0,Música,¿Cómo se titula el álbum publicado por Amaral en el 2008?,"['Para que no se duerman mis sentidos', 'Arena en los bolsillos', 'Nunca el tiempo es perdido', 'Gato negro Dragón rojo']",Gato negro Dragón rojo
0,Ciencia y Naturaleza,¿Qué es un liquen?,"['Una formación coralina', 'Una especie de fósil de estrella de mar', 'Un pez', 'Una mezcla de hongo y alga']",Una mezcla de hongo y alga
0,Historia,¿Por qué paralelo fue divida Corea en dos partes tras la II Guerra Mundial?,"['Paralelo 5', 'Paralelo 177', 'Paralelo 29', 'Paralelo 38']",Paralelo 38
0,Historia,¿Quien liberó a Venezuela de la esclavitud?,"['Jose Félix de Restrepo', 'Simón Bolívar', 'Esequiel Zamora', 'Manuel de Salas']",Simón Bolívar
0,Geografía,¿Cual de estos países NO pertenece al Hemisferio Sur?,"['Timor Oriental', 'Camerún', 'Angola', 'Chile']",Camerún
0,Historia,¿Entre qué años gobernó Nicaragua la familia Somoza?,"['De 1972 a 1982', 'De 1945 a 1990', 'De 1934 a 1979', 'De 1923 a 1954']",De 1934 a 1979
0,Deporte,¿Qué equipos de fútbol se enfrentaban en la Copa Intercontinental?,"['A los dos mejores equipos de los cinco continentes', 'A los ganadores de la Copa de la Rosa, Liga del Gladiolo y Campeón de las Amapolas', 'Al ganador de la Liga de Campeones europea y al de la Copa Libertadores de sudamérica', 'A los cinco mejoes equipos, uno por continente']",Al ganador de la Liga de Campeones europea y al de la Copa Libertadores de sudamérica
0,Cine y Televisión,¿De qué país es la cadena de televisión CBS?,"['Estados Unidos', 'Rusia', 'Reino Unido', 'Francia']",Estados Unidos
0,Geografía,¿Cual es la capital de Samoa?,"['Berlín', 'Dar es Salaam', 'Apia', 'Nairobi']",Apia
0,Ciencia y Naturaleza,Huesos del antebrazo humano ...,"['Cúbito y radio', 'Húmero y Fémur', 'Tibia y Peroné', 'Sacro y cóccix']",Cúbito y radio
0,Arte y Literatura,¿Con qué otro nombre se conoce a la Acrópolis de Atenas (Grecia)?,"['El templo de los helenos', 'Cecropia, en honor al primer rey de Atenas: Cécrope', 'La ciudad de la Hélade', 'La ciudad elevada, por su etimología.']","Cecropia, en honor al primer rey de Atenas: Cécrope"
0,Arte y Literatura,¿Quien pintó la Sagrada familia del pajarito?,"['Ignacio Zuloaga', 'Joaquín Sorolla', 'El Greco', 'Murillo']",Murillo
0,Deporte,¿Quién es la única tenista femenita ganadora del Golden Slam?,"['Steffi Graf', 'Arancha Sánchez Vicario', 'Gabriela Sabatini', 'Martina Navratilova']",Steffi Graf
0,Arte y Literatura,¿De qué están realizados los famosos Guerreros de Xian?,"['De terracota', 'De mármol', 'De gres', 'De granito']",De terracota
0,Ciencia y Naturaleza,¿Qué vasos sanguíneos conducen la sangre desde el corazón hasta los distintos órganos del cuerpo?,"['Varices', 'Arterias', 'Capilares', 'Venas']",Arterias
0,Deporte,¿En qué ciudad tuvo lugar la 'Tragedia de Hillsborough' en la que 96 aficionados fallecieron aplastados contra las vallas del estadio de futbol?,"['Londres', 'Liverpool', 'Nottingham', 'Sheffield']",Sheffield
0,Arte y Literatura,¿Qué le pasa a Mario en la obra de Miguel Delibes 'Cinco horas con Mario'?,"['Está enfermo', 'Está muerto', 'Se incendia la granja en la que trabaja', 'Hace un viaje astral']",Está muerto
0,Arte y Literatura,"¿En qué ciudad tiene lugar la acción de Un mundo sin fin, el libro de Ken Follett?","['Oxford', 'Londres', 'Cambridge', 'Kingsbridge']",Kingsbridge
0,Cine y Televisión,¿Qué actor es Goya en 'Goya en Burdeos'?,"['Alfredo Landa', 'Francisco Rabal', 'Andrés Pajares', 'Carmelo Gómez']",Francisco Rabal
0,Deporte,¿Dónde se juega el Abierto de Estados Unidos de Tenis?,"['Boston', 'Nueva York', 'Los Angeles', 'Las Vegas']",Nueva York
0,Música,¿Cómo se llama el cantante de 'No soy de aquí ni soy de allá'?,"['José Luis Perales', 'Alejandro Sanz', 'Alberto Cortez', 'Luis Miguel']",Alberto Cortez
0,Música,¿De donde son los Jonas Brothers?,"['Columbia', 'Dallas', 'Nueva Jersey', 'Washington']",Nueva Jersey
0,Geografía,¿Cual es la capital de Gales?,"['Estocolmo', 'Dublín', 'Cardiff', 'Londres']",Cardiff
0,Ciencia y Naturaleza,¿Qué médico neurólogo es considerado el padre del Psicoanálisis?,"['Iván Pávlov', 'Skinner', 'Lev Vygotski', 'Sigmund Freud']",Sigmund Freud
0,Música,¿De que murió Ian Curtis (cantante de Joy Division)?,"['Se ahorcó en la cocina de su casa', 'En un accidente automovilistico', 'Sobredosis de cocaína', 'Cáncer de pulmón']",Se ahorcó en la cocina de su casa
0,Arte y Literatura,"¿Quién escribió 'Maese Pérez, el organista'?","['Mariano José de Larra', 'Gustavo Adolfo Bécquer', 'Juan Valera', 'Lope de Vega']",Gustavo Adolfo Bécquer
0,Ciencia y Naturaleza,¿En biología cuantos reinos hay?,"['3', '2', '1', '6']",6
0,Historia,"¿Qué conferencia, mantenida entre los Jefes de Estado de la URSS, Reino Unido y Estados Unidos, inició la Guerra fría?","['La Conferencia de Yalta', 'La Conferencia de La Haya', 'La Conferencia Nacional de Obispos', 'La Conferencia de Ginegra']",La Conferencia de Yalta
0,Ciencia y Naturaleza,¿Qué Premio Nobel recibió John William Strutt?,"['El Premio Nobel de Economía', 'El Premio Nobel de Medicina', 'El Premio Nobel de Química', 'El Premio Nobel de Física']",El Premio Nobel de Física
0,Miscelánea,¿A qué famoso cocinero debemos la Tortilla de Patatas Deconstruida?,"['Martín Berasategui', 'Pedro Subijana', 'Ferran Adrià', 'Juan Mari Arzak']",Ferran Adrià
0,Cine y Televisión,¿Por qué necesitan Goldie Hawn y Meryl Streep a Bruce Willis en 'La muerte os sienta tan bien'?,"['Es el cura que les da la extremaunción', 'Es su asesino', 'Es el medium que las invoca', 'Es el cirujano plastico que las reconstruye']",Es el cirujano plastico que las reconstruye
0,Miscelánea,¿Qué arte consiste en cultivar árboles reduciendo su tamaño?,"['Botánica', 'Jardinería', 'Horticultura', 'Bonsái']",Bonsái
0,Ciencia y Naturaleza,¿Cual de las siguientes NO es una unidad básica del Sistema Internacional de Unidades?,"['Voltio', 'kilogramo', 'Segundo', 'Metro']",Voltio
0,Arte y Literatura,Máximo exponente de la prosa del romanticismo español ...,"['Shakespeare', 'Gonzalo de Berceo', 'Mariano José de Larra', 'Umberto Eco']",Mariano José de Larra
0,Música,¿De dónde es la banda Aerosmith?,"['Inglaterra', 'EE.UU.', 'Irlanda', 'Escocia']",EE.UU.
0,Arte y Literatura,"Paolo Ucello pintó tres cuadros de la Batalla de San Romano, una esta en el Louvre, otra en Los Oficios de Florencia y la tercera en:","['Museo del Hermitage', 'La National Gallery de Londres', 'Museo del Prado', 'Museo de Arte de New York']",La National Gallery de Londres
0,Miscelánea,¿Quién era el dios de la guerra según la mitología romana?,"['Cupido', 'Marte', 'Mercurio', 'Baco']",Marte
0,Música,¿Cuál de los siguientes discos pertenece a la discografía de Ana Belén?,"['La paloma del vuelo popular', 'Aidalai', 'Entre el cielo y el suelo', 'Descanso dominical']",La paloma del vuelo popular
0,Deporte,¿Con qué escudería ganó Alain Prost tres de sus cuatro títulos mundiales?,"['McLaren', 'BRM', 'Williams', 'Ferrari']",McLaren
0,Deporte,"¿Cuantas tarjetas amarillas suponen la expulsión de un jugador, sin sustitución, en Futbol Playa?","['1', '3', '4', '2']",3
0,Arte y Literatura,¿Cuál ha sido el artista holandés más importante?,"['Rembrandt', 'Paolo Veronese', 'Alberto Durero', 'Pablo Picasso']",Rembrandt
0,Miscelánea,¿Cuál es el producto más famoso de Lacoste?,"['Los mocasines', 'Los bolsos de cocodrilo', 'La camisa Polo', 'Las corbatas']",La camisa Polo
0,Cine y Televisión,¿Qué actor interpreta a Chandler Bing en la serie de televisión Friends?,"['Robert De Niro', 'Matt LeBlanc', 'Matthew Perry', 'David Schwimmer']",Matthew Perry
0,Deporte,"¿En qué ciudad de EE.UU. tienen su sede Los Hornets, el equipo de la NBA?","['New Orleans', 'Indiana', 'Boston', 'Memphis']",New Orleans
0,Miscelánea,¿Quién era Saturno según la mitología romana?,"['Dios del Mar', 'Dios de la Literatura', 'Dios de la Belleza', 'Dios del Tiempo']",Dios del Tiempo
0,Música,¿De quien es el disco 'La rebelión de los hombres rana'?,"['El último de la fila', 'La polla record', 'Los Monos', 'La oreja de Van Gogh']",El último de la fila
0,Arte y Literatura,¿Qué ritmo musical es más lento?,"['Larghetto', 'Allegretto', 'Moderato', 'Andante']",Larghetto
0,Cine y Televisión,¿De qué va el argumento de 'Los padres de ella'?,"['Un joven enfermero que va a conocer a los padres de su novia', 'La convivencia de una pareja cuando los suegro se vienen a vivir a casa', 'La presentación de las familias de una pareja de novios', 'Una joven que investiga el asesinato de sus padres']",Un joven enfermero que va a conocer a los padres de su novia
0,Cine y Televisión,"¿Cómo se llama el asistente personal y enamorado del Sr. Burns, en la serie Los Simpson?","['Artie Ziff', 'Clancy', 'Smithers', 'Mou']",Smithers
0,Ciencia y Naturaleza,¿Quién desarrolló el primer robot industrial?,"['Robert Koch', 'James Watt', 'George Devol', 'Matthew Boulton']",George Devol
0,Arte y Literatura,¿En qué siglo apareció el Art Decó?,"['Siglo XIX', 'Siglo XI', 'Siglo XX', 'Siglo XVI']",Siglo XX
0,Música,¿De que grupo es la canción Rumbos?,"['Hoja de parra', 'Camila', 'Pearl jeam', 'David Guetta']",Hoja de parra
0,Música,¿Cómo se llama el cantante de Depeche Mode?,"['Richie Sambora', 'Neil Francis Tennant', 'David Gahan', 'Jon Bon Jovi']",David Gahan
0,Ciencia y Naturaleza,¿Cual es la unidad básica de Longitud según el Sistema Internacional de Unidades?,"['Metro', 'Candela', 'Mol', 'Kelvin']",Metro
0,Arte y Literatura,¿Dónde se encuentra la estatua Manneken Pis?,"['En Copenhague', 'En Londres', 'En Bruselas', 'En Budapest']",En Bruselas
0,Cine y Televisión,¿Cómo se titula la segunda parte de 'El Señor de los Anillos'?,"['Las dos torres', 'La Comunidad del anillo', 'El Hobbit', 'El retorno del rey']",Las dos torres
0,Geografía,¿De qué color es la bandera de China?,"['Azul', 'Blanca', 'Verde', 'Roja']",Roja
0,Cine y Televisión,¿Como se llama la copresentadora del programa Salvame (España)?,"['Belén Esteban', 'Lydia Lozano', 'Mila Ximénez', 'Karmele Marchante']",Belén Esteban
0,Historia,¿Qué guerra dio fin con la Batalla de Maratón?,"['Las Guerras Púnicas', 'La Guerra de los Treinta Años', 'La Primera Guerra Médica', 'La Guerra del Peloponeso']",La Primera Guerra Médica
0,Arte y Literatura,Pintor español impresionista,"['Joaquín Sorolla', 'Francisco de Goya', 'El Bosco', 'Diego Velazquez']",Joaquín Sorolla
0,Miscelánea,¿Cómo se llama el dedo pequeño?,"['Corazón', 'Meñique', 'Pulgar', 'Índice']",Meñique
0,Música,¿Quién cantó 'Cien gaviotas'?,"['Gabinete Caligari', 'Jarabe de Palo', 'Estopa', 'Duncan Dhu']",Duncan Dhu
0,Historia,¿Quiénes eran los samurais?,"['Artistas rusos al servicio del Zar', 'Una élite militar que gobernó Japón', 'Militares rusos conquistadores de nuevos territorios para el Zar', 'Artistas japonesas encargadas del entretenimiento del guerrero']",Una élite militar que gobernó Japón
0,Historia,¿Quiénes fueron los sajones?,"['Una tribu de indios originarios de Norteamérica', 'Una tribu que invadió europa proveniente de oriente medio', 'Una confederación de antiguas tribus germánicas', 'Los Habitantes origionarios de Inglaterra']",Una confederación de antiguas tribus germánicas
0,Música,¿En cual de las siguientes películas actúan los Jonas Brothers?,"['Camp Rock', 'Dadnapped', 'The Cheetah Girls: Un Mundo', 'Minutemen']",Camp Rock
0,Historia,¿Quién realizó la Gran Purga en la Rusia Soviética?,"['Mijaíl Gorbachov', 'El Zar Nicolás II', 'Iósif Stalin', 'Vladimir Ilyich Lenin']",Iósif Stalin
0,Cine y Televisión,"¿Quién es la presentadora de 'Hombres, mujeres y viceversa' y 'El juego de tu vida'?","['Anne Igartiburu', 'Enma García', 'Ana García Obregón', 'Mayra Gómez Kent']",Enma García
0,Cine y Televisión,"¿Cuantos hijos tienen los Simpson, Homero y Marge?","['2', '5', '3', '1']",3
0,Cine y Televisión,¿A qué serie pertenece la Flota Estelar?,"['A Star Trek', 'A Battlestar Galactica', 'A La Guerra de las Galaxias', 'A Andrómeda']",A Star Trek
0,Deporte,¿En qué deporte destaca Carlos Sainz?,"['Fórmula 1', 'Rally', 'Motociclismo', 'Ciclismo']",Rally
0,Ciencia y Naturaleza,¿Qué es la Hidrosfera?,"['La capa gaseosa que rodea la Tierra', 'La capa formada por el agua bajo y sobre la superficie terrestre', 'El conjunto de seres vivos que habitan la Tierra', 'La parte sólida de la Tierra']",La capa formada por el agua bajo y sobre la superficie terrestre
0,Cine y Televisión,¿Quién interpreta al diablo de 'Las brujas de Eastwick'?,"['Dustin Hoffman', 'Jack Nicholson', 'Tom Cruise', 'Gene Hackman']",Jack Nicholson
0,Arte y Literatura,¿Quién pintó el fresco 'La Escuela de Atenas' en el Vaticano?,"['Rafael Sanzio', 'Tiziano', 'Sandro Boticelli', 'Miguel Angel Buonarroti']",Rafael Sanzio
0,Deporte,¿Dónde se juega el Roland Garros?,"['Toulouse', 'Niza', 'Lyon', 'París']",París
0,Arte y Literatura,¿Quién escribió 'Yo era un tonto y lo que he visto me ha hecho dos tontos'?,"['Rafael Alberti', 'Juan Valera', 'Pedro Antonio de Alarcón', 'Leopoldo Alas']",Rafael Alberti
0,Geografía,¿Dónde está Adelaida?,"['Estocolmo', 'Afganistán', 'Rusia', 'Australia']",Australia
0,Música,¿A qué disco pertenece la canción Vogue de Madonna?,"[""Who's That Girl"", 'Hard Candy', 'Erotica', ""I'm Breathless""]",I'm Breathless
0,Arte y Literatura,¿Dónde se encuentra el Centro Pompidou?,"['En Colonia', 'En París', 'En Florencia', 'En Cannes']",En París
0,Historia,¿En qué pais se produjo la Revolución de los Claveles?,"['Portugal', 'Francia', 'Venezuela', 'España']",Portugal
0,Deporte,"¿De dónde es el piloto de Fórmula 1, Fernándo Alonso?","['Amsterdam, Holanda', 'Asturias, España', 'Berlín, Alemania', 'Lisboa, Portugal']","Asturias, España"
0,Cine y Televisión,¿Quién interpreta al jesuita español protagonista de 'La misión'?,"['Elia Kazan', 'Edward Norton', 'Jeremy Irons', 'Michael Moore']",Jeremy Irons
0,Arte y Literatura,Famosa obra de Paul Gauguin,"['La Virgen de las Flores', 'La Toilette', 'La Orquesta de la Ópera', 'Fatata Te Miti']",Fatata Te Miti
0,Arte y Literatura,¿Quién es Joan Miró?,"['Un escultor impresionista', 'El arquitecto de la Sagrada Familia de Barcelona', 'Uno de los máximo representantes del surrealismo', 'Un arquitecto modernista catalán']",Uno de los máximo representantes del surrealismo
0,Arte y Literatura,¿Cómo se llaman los protagonistas de 'La Celestina'?,"['Ana y Miguel', 'Romeo y Julieta', 'Calisto y Melibea', 'Adán y Eva']",Calisto y Melibea
0,Arte y Literatura,¿Quién fue el padre de Pieter Brueghel el Joven?,"['Pieter Brueghel el Viejo', 'Hans Holbein el Joven', 'Lorenzo di Credi', 'Jan Brueghel el Viejo']",Pieter Brueghel el Viejo
0,Cine y Televisión,¿En qué Universidad estudiaba Felicity?,"['Nueva York', 'Boston', 'Complutense de Madrid', 'Salamanca']",Nueva York
0,Cine y Televisión,"¿Con qué se ayuda a los concursantes de ""¿Quién Quiere Ser Millonario?""?","['No tienen ayuda', 'El presentador les da pistas', 'Con comodines (50%, La Llamada,..)', 'Pueden contestar también los familiares']","Con comodines (50%, La Llamada,..)"
0,Música,¿Qué cantaor flamenco cantó 'Como el agua'?,"['Alejandro Sanz', 'Camarón', 'Enrique Iglesias', 'José Carreras']",Camarón
0,Cine y Televisión,¿Qué conocido escritor es el autor de la serie estadounidense: Er (Urgencias)?,"['Michael Crichton', 'Steven Spielberg', 'John Wayne', 'Emilio Aragón']",Michael Crichton
0,Ciencia y Naturaleza,"¿Dónde está la Oficina Internacional de Pesos y Medidas, coordinadora mundial de la Metrología?","['Madrid', 'París', 'New York', 'Berlín']",París
0,Cine y Televisión,¿Cómo se llamaba el gran amor de Kevin de 'Aquellos Maravillosos Años'?,"['Winnie', 'Felicity', 'Lisa', 'Blossom']",Winnie
0,Historia,¿Quien comandaba el ejército que perdió la Batalla de Waterloo?,"['Napoleón Bonaparte', 'El Mariscal von Blücher', 'El General Ziethen', 'El Duque de Wellington']",Napoleón Bonaparte
0,Cine y Televisión,¿Quién dirigió la película 'Mars Attacks!'?,"['Martin Scorsese', 'John Ford', 'Tim Burton', 'Francis Ford Coppola']",Tim Burton
0,Música,¿Quién compuso para Paul Wittgenstein 'Concierto para la mano izquierda'?,"['Ravel', 'Nyman', 'Chopin', 'Satie']",Ravel
0,Cine y Televisión,"¿Quien dirigió 'Hola, ¿estás sola?'?","['Imanol Uribe', 'Icíar Bollaín', 'Santiago Segura', 'Pilar Miró']",Icíar Bollaín
0,Cine y Televisión,"¿Cómo se llama la serie cuya protagonista, Melinda Gordon, se comunica con los muertos para ayudarles a solucionar sus asuntos pendientes con los vivos?","['Entre fantasmas', 'Embrujadas', 'Sabrina, la bruja adolescente', 'Medium']",Entre fantasmas
0,Historia,¿Qué es la sigilografía?,"['Es la ciencia que estudia las computadoras y las tecnologías.', 'Es la ciencia que estudia los países y ciudades.', 'Es la ciencia que estudia las Naciones Unidas.', 'Es la ciencia auxiliar de la historia que estudia los sellos antiguos usados para cerrar pliegos.']",Es la ciencia auxiliar de la historia que estudia los sellos antiguos usados para cerrar pliegos.
0,Ciencia y Naturaleza,¿Qué es un himenóptero?,"['Un escarabajo', 'Una hormiga', 'Una polilla', 'Un mosquito']",Una hormiga
0,Cine y Televisión,¿Cuál es el nombre de el protagonista de El gran héroe americano?,"['Michael Knight', 'Walker', 'Ralph Hinkley', 'H.M. MUrdock']",Ralph Hinkley
0,Arte y Literatura,¿Quién fue el máximo representante del Mester de Clerecía (S. XIII)?,"['Miguel de Cervantes', 'Don Juan Manuel', 'Gonzalo de Berceo', 'Juan de Mena']",Gonzalo de Berceo
0,Cine y Televisión,¿Qué película de Manuel Gómez Pereira pone a Javier Bardem a trabajar en una línea erótica?,"['Vete de mí', 'Adiós con el corazón', 'Boca a boca', 'Mar adentro']",Boca a boca
0,Miscelánea,¿Dónde tiene origen el Amaretto?,"['En Italia', 'En Perú', 'En Venezuela', 'En Portugal']",En Italia
0,Miscelánea,¿De dónde son originarias las Torrijas?,"['Madrid', 'León', 'Sevilla', 'Asturias']",Madrid
0,Música,¿Cual es el estilo musical de los Jonas Brothers?,"['Punk', 'Heavy metal', 'Reggae', 'Por rock']",Por rock
0,Geografía,¿Dónde está Melbourne?,"['Colombia', 'Indonesia', 'China', 'Australia']",Australia
0,Cine y Televisión,¿Con qué película ganó Alfredo Landa su primer Goya?,"['El bosque animado', 'Goya en Burdeos', 'La buena estrella', 'Como un relámpago']",El bosque animado
0,Arte y Literatura,¿En qué género destacó Octavio Paz?,"['Oratoria y biografías', 'Fábulas y leyendas', 'Teatro', 'Poesía y ensayo']",Poesía y ensayo
0,Arte y Literatura,¿Quien pintó la serie de oleos sobre lienzo postimpresionista titulada: Los Girasoles?,"['Paul Gauguin', 'Rembrandt', 'Renoir', 'Vicent Van Gogh']",Vicent Van Gogh
0,Miscelánea,"Equivalente de Diana, diosa de la caza, en la mitología griega ...","['Atenea', 'Gea', 'Minerva', 'Artemisa']",Artemisa
0,Ciencia y Naturaleza,¿Qué inventó Dennis Gabor?,"['El antielectrón', 'El ciclotrón', 'El método holográfico', 'La ionosfera']",El método holográfico
0,Historia,¿Qué libertador puso fin a la guerra de independencia Peruana en 1824?,"['José de San Martín', 'Francisco Pizarro', 'Túpac Amaru', 'Simón Bolívar']",Simón Bolívar
0,Arte y Literatura,¿Dónde nació murillo?,"['En Cádiz', 'En Sevilla', 'En Toledo', 'En Viena']",En Sevilla
0,Historia,¿En qué año alunizó el Apollo XI?,"['1955', '1968', '1969', '1972']",1969
0,Cine y Televisión,"¿Cómo se llamaba el chico malote, novio de Brenda en las primeras temporadas de Sensación de Vivir?","['David Silver', 'Dylan McKay', 'Scott Scanlon', 'Steve Sanders']",Dylan McKay
0,Cine y Televisión,¿Quien presenta el programa '¿Xq no te callas?' de telecinco?,"['Eugeni Alemany y Carolina Cerezuela', 'Jorge Javier Vázquez y Carmen Alcayde', 'Constantino Romero y Silvia Jato', 'Almudena Cid y Christian Gálvez']",Eugeni Alemany y Carolina Cerezuela
0,Geografía,¿Dónde está Boston?,"['Nebraska', 'Idaho', 'Iowa', 'Massachusetts']",Massachusetts
0,Miscelánea,¿Quién era el Dios griego del mar?,"['Poseidón', 'Dioniso', 'Apolo', 'Zeus']",Poseidón
0,Geografía,¿Cual es la ciudad más grande de Australia?,"['Camberra', 'Sidney', 'Melbourne', 'Adelaida']",Sidney
0,Cine y Televisión,"¿Quién es el actor protagonista de Walker, Texas Ranger?","['Steven Seagal', 'Jean-Claude Van Damme', 'Chuck Norris', 'Jackie Chan']",Chuck Norris
0,Cine y Televisión,Actriz que interpreta a Blossom en la serie ...,"['Scarlett Johansson', 'Sharon Stone', 'Salma Hayek', 'Mayim Bialik']",Mayim Bialik
0,Arte y Literatura,¿Quién escribió Zalacaín el aventurero?,"['Arturo Pérez Reverte', 'Albert Cohen', 'Pío Baroja', 'William Faulkner']",Pío Baroja
0,Historia,"La primera pólvora descubierta, la pólvora negra, esta compuesta de carbono, nitrato de potasio y...","['Rubidio', 'Hierro', 'Azufre', 'Zinc']",Azufre
0,Historia,¿Qué honor ostenta la ciudad de Panamá?,"['Es la primera ciudad fundada por españoles en América', 'Es la ciudad donde Vasco Nuñez de Balboa descubrió el Oceano Pacífico', 'Es la ciudad donde desapareció el imperio Inca', 'Es la ciudad fundada por españoles más antigua que todavía existe en la actualidad']",Es la ciudad fundada por españoles más antigua que todavía existe en la actualidad
0,Deporte,¿Quién es José Rujano?,"['Un tenista ecuatoriano', 'Un motociclista argentino', 'No es un deportista conocido', 'Un ciclista venezolano']",Un ciclista venezolano
0,Arte y Literatura,¿Qué es un petroglifo?,"['Una escultura en piedra del busto de un atleta', 'Un grabado en piedra hecho por los habitantes de la prehistoria', 'Un animal con cabeza de águila y cuerpo humano', 'Una bestia salvaje de la mitología griega']",Un grabado en piedra hecho por los habitantes de la prehistoria
0,Cine y Televisión,¿Cómo se llamaba la protagonista de Lo que el viento se llevó?,"[""Scarlett O'Hara"", 'Melania Hamilton', 'Olivia de Havilland', 'Ashley Wilkes']",Scarlett O'Hara
0,Geografía,Salobreña es un municipio de ...,"['Granada', 'Salamanca', 'Cádiz', 'Almería']",Granada
0,Música,¿Cual fue el nombre inicial del grupo Jonas Brothers?,"['Baby brothers', ""American's boys"", 'Europe', 'Sons of Jonas']",Sons of Jonas
0,Arte y Literatura,¿Quién escribió El Salón Dorado?,"['Soledad Puertolas', 'José Luis Corral', 'Miguel de Cervantes', 'Ildefonso Falcones']",José Luis Corral
